Idx, Offset, ROM,    Length, T, Inflated
485, 104AA8, 109788, 000806, 1, 001000
486, 1052B0, 109F90, 0005AA, 1, 000800
487, 105860, 10A540, 000B32, 1, 001000
488, 106398, 10B078, 0008B4, 1, 001000
489, 106C50, 10B930, 000976, 1, 001000
48A, 1075C8, 10C2A8, 000498, 1, 000800
48B, 107A60, 10C740, 00038E, 1, 000800
48C, 107DF0, 10CAD0, 000760, 1, 001000
48D, 108550, 10D230, 0006AC, 1, 001000
48E, 108C00, 10D8E0, 00026C, 2, 000800
48F, 108E70, 10DB50, 00019E, 1, 000200
490, 109010, 10DCF0, 0007F0, 1, 001000
491, 109800, 10E4E0, 000B94, 1, 001000
492, 10A398, 10F078, 0007EE, 1, 001000
493, 10AB88, 10F868, 00073E, 1, 001000
494, 10B2C8, 10FFA8, 000330, 1, 001000
495, 10B5F8, 1102D8, 000B50, 1, 001000
496, 10C148, 110E28, 0009C6, 1, 001000
497, 10CB10, 1117F0, 000870, 1, 001000
498, 10D380, 112060, 0008C6, 1, 001000
499, 10DC48, 112928, 000892, 1, 001000
49A, 10E4E0, 1131C0, 0007BE, 1, 001000
49B, 10ECA0, 113980, 000968, 1, 001000
49C, 10F608, 1142E8, 0009D2, 1, 001000
49D, 10FFE0, 114CC0, 000B6C, 1, 001000
49E, 110B50, 115830, 000924, 1, 001000
49F, 111478, 116158, 000600, 1, 001000
4A0, 111A78, 116758, 000C14, 1, 001000
4A1, 112690, 117370, 000B92, 1, 001000
4A2, 113228, 117F08, 000B06, 1, 001000
4A3, 113D30, 118A10, 000BCA, 1, 001000
4A4, 114900, 1195E0, 000C82, 1, 001000
4A5, 115588, 11A268, 0008C2, 1, 001000
4A6, 115E50, 11AB30, 000C22, 1, 001000
4A7, 116A78, 11B758, 000B8E, 1, 001000
4A8, 117608, 11C2E8, 00099C, 1, 001000
4A9, 117FA8, 11CC88, 000CDE, 1, 001000
4AA, 118C88, 11D968, 000BA2, 1, 001000
4AB, 119830, 11E510, 0006A8, 1, 001000
4AC, 119ED8, 11EBB8, 0003CC, 1, 001000
4AD, 11A2A8, 11EF88, 000A9E, 1, 001000
4AE, 11AD48, 11FA28, 00098C, 1, 001000
4AF, 11B6D8, 1203B8, 000AA4, 1, 001000
4B0, 11C180, 120E60, 0009CA, 1, 001000
4B1, 11CB50, 121830, 000756, 1, 001000
4B2, 11D2A8, 121F88, 00090E, 1, 001000
4B3, 11DBB8, 122898, 000CE0, 1, 001000
4B4, 11E898, 123578, 000A3A, 1, 001000
4B5, 11F2D8, 123FB8, 000630, 1, 001000
4B6, 11F908, 1245E8, 000650, 1, 001000
4B7, 11FF58, 124C38, 000A50, 1, 001000
4B8, 1209A8, 125688, 00072C, 1, 000800
4B9, 1210D8, 125DB8, 0004EA, 1, 001000
4BA, 1215C8, 1262A8, 000578, 1, 000AA0
4BB, 121B40, 126820, 00060A, 1, 001000
4BC, 122150, 126E30, 000A1A, 1, 001000
4BD, 122B70, 127850, 00074A, 1, 001000
4BE, 1232C0, 127FA0, 000470, 1, 001000
4BF, 123730, 128410, 000B44, 1, 001000
4C0, 124278, 128F58, 000836, 1, 001000
4C1, 124AB0, 129790, 00068E, 1, 001000
4C2, 125140, 129E20, 0005BA, 1, 001000
4C3, 125700, 12A3E0, 000632, 1, 001000
4C4, 125D38, 12AA18, 000856, 1, 001000
4C5, 126590, 12B270, 000532, 1, 001000
4C6, 126AC8, 12B7A8, 0005AC, 1, 000800
4C7, 127078, 12BD58, 0001EA, 1, 000400
4C8, 127268, 12BF48, 00073A, 1, 001000
4C9, 1279A8, 12C688, 0008B6, 1, 001000
4CA, 128260, 12CF40, 00077A, 1, 001000
4CB, 1289E0, 12D6C0, 000C9C, 1, 001000
4CC, 129680, 12E360, 000208, 3, 001000
4CD, 129888, 12E568, 000930, 1, 001000
4CE, 12A1B8, 12EE98, 0008DA, 1, 001000
4CF, 12AA98, 12F778, 0009AE, 1, 001000
4D0, 12B448, 130128, 000200, 1, 000400
4D1, 12B648, 130328, 00052C, 1, 000800
4D2, 12BB78, 130858, 000228, 1, 000400
4D3, 12BDA0, 130A80, 0001B2, 1, 000200
4D4, 12BF58, 130C38, 00072C, 1, 001000
4D5, 12C688, 131368, 000190, 1, 000400
4D6, 12C818, 1314F8, 000BA8, 1, 001000
4D7, 12D3C0, 1320A0, 000900, 1, 001000
4D8, 12DCC0, 1329A0, 0004CC, 1, 001000
4D9, 12E190, 132E70, 00069C, 1, 001000
4DA, 12E830, 133510, 00029A, 1, 000800
4DB, 12EAD0, 1337B0, 0002A4, 1, 000800
4DC, 12ED78, 133A58, 0002AA, 1, 000800
4DD, 12F028, 133D08, 000272, 1, 000800
4DE, 12F2A0, 133F80, 000344, 1, 000800
4DF, 12F5E8, 1342C8, 0008D6, 1, 001000
4E0, 12FEC0, 134BA0, 0007B4, 1, 001000
4E1, 130678, 135358, 000118, 1, 000200
4E2, 130790, 135470, 000952, 1, 001000
4E3, 1310E8, 135DC8, 0000D2, 1, 000200
4E4, 1311C0, 135EA0, 000382, 1, 000400
4E5, 131548, 136228, 0002EA, 1, 000800
4E6, 131838, 136518, 0002A0, 1, 000800
4E7, 131AD8, 1367B8, 0004E2, 1, 000800
4E8, 131FC0, 136CA0, 0000AC, 1, 000200
4E9, 132070, 136D50, 0002A4, 1, 000400
4EA, 132318, 136FF8, 0001BE, 1, 000400
4EB, 1324D8, 1371B8, 000326, 1, 000400
4EC, 132800, 1374E0, 00080E, 1, 001000
4ED, 133010, 137CF0, 00076A, 1, 001000
4EE, 133780, 138460, 00024E, 1, 000800
4EF, 1339D0, 1386B0, 000A96, 1, 001000
4F0, 134468, 139148, 0005B4, 1, 000800
4F1, 134A20, 139700, 0008E6, 1, 001000
4F2, 135308, 139FE8, 000228, 1, 000400
4F3, 135530, 13A210, 0008A6, 1, 001000
4F4, 135DD8, 13AAB8, 000860, 1, 001000
4F5, 136638, 13B318, 000ABE, 1, 001000
4F6, 1370F8, 13BDD8, 0002A4, 1, 000800
4F7, 1373A0, 13C080, 0003B2, 1, 000800
4F8, 137758, 13C438, 00013E, 1, 000800
4F9, 137898, 13C578, 0004A2, 1, 001000
4FA, 137D40, 13CA20, 0003DA, 1, 000800
4FB, 138120, 13CE00, 00026E, 1, 001000
4FC, 138390, 13D070, 0004CC, 1, 000800
4FD, 138860, 13D540, 000B5A, 1, 001000
4FE, 1393C0, 13E0A0, 000958, 1, 001000
4FF, 139D18, 13E9F8, 00044A, 1, 000800
500, 13A168, 13EE48, 00045A, 1, 000800
501, 13A5C8, 13F2A8, 000A94, 1, 001000
502, 13B060, 13FD40, 00027A, 1, 000800
503, 13B2E0, 13FFC0, 00055A, 1, 000800
504, 13B840, 140520, 0001CA, 1, 000400
505, 13BA10, 1406F0, 00039E, 1, 001000
506, 13BDB0, 140A90, 0004B6, 1, 001000
507, 13C268, 140F48, 00033E, 1, 001000
508, 13C5A8, 141288, 00061E, 1, 000800
509, 13CBC8, 1418A8, 000B84, 1, 001000
50A, 13D750, 142430, 000B60, 1, 001000
50B, 13E2B0, 142F90, 000928, 1, 001000
50C, 13EBD8, 1438B8, 000998, 1, 001000
50D, 13F570, 144250, 0001C0, 1, 000200
50E, 13F730, 144410, 000308, 1, 000400
50F, 13FA38, 144718, 0004FC, 1, 000800
510, 13FF38, 144C18, 000344, 1, 000400
511, 140280, 144F60, 000680, 1, 001000
512, 140900, 1455E0, 000856, 1, 001000
513, 141158, 145E38, 000780, 1, 001000
514, 1418D8, 1465B8, 000732, 1, 001000
515, 142010, 146CF0, 000AC2, 1, 001000
516, 142AD8, 1477B8, 0007A6, 1, 001000
517, 143280, 147F60, 000800, 0, 000800
518, 143A80, 148760, 000A5E, 1, 001000
519, 1444E0, 1491C0, 000110, 1, 000200
51A, 1445F0, 1492D0, 00075A, 1, 001000
51B, 144D50, 149A30, 000954, 1, 001000
51C, 1456A8, 14A388, 00061E, 1, 001000
51D, 145CC8, 14A9A8, 000B1E, 1, 001000
51E, 1467E8, 14B4C8, 000B0E, 1, 001000
51F, 1472F8, 14BFD8, 000C86, 1, 001000
520, 147F80, 14CC60, 000C02, 1, 001000
521, 148B88, 14D868, 000B42, 1, 001000
523, 1496D0, 14E3B0, 000AFC, 3, 001000
524, 14A1D0, 14EEB0, 000110, 1, 000200
525, 14A2E0, 14EFC0, 0000D6, 1, 000800
527, 14A3B8, 14F098, 000336, 1, 001000
528, 14A6F0, 14F3D0, 000542, 1, 001000
529, 14AC38, 14F918, 000494, 1, 001000
537, 14B0D0, 14FDB0, 00046C, 1, 000800
541, 14B540, 150220, 0005D8, 1, 000800
542, 14BB18, 1507F8, 000200, 2, 000800
543, 14BD18, 1509F8, 000164, 1, 000800
544, 14BE80, 150B60, 000AC8, 1, 001000
545, 14C948, 151628, 00023E, 1, 000800
546, 14CB88, 151868, 000398, 1, 000800
547, 14CF20, 151C00, 000800, 0, 000800
548, 14D720, 152400, 00056E, 1, 000800
549, 14DC90, 152970, 000100, 0, 000100
54A, 14DD90, 152A70, 00009C, 5, 001000
54B, 14DE30, 152B10, 0001CA, 5, 001000
54C, 14E000, 152CE0, 0003E2, 5, 001000
54D, 14E3E8, 1530C8, 0005A8, 5, 001000
54E, 14E990, 153670, 000542, 5, 001000
54F, 14EED8, 153BB8, 0003E2, 5, 001000
550, 14F2C0, 153FA0, 00030A, 5, 001000
551, 14F5D0, 1542B0, 000288, 5, 001000
552, 14F858, 154538, 0005FE, 1, 000800
553, 14FE58, 154B38, 00057C, 1, 000800
554, 1503D8, 1550B8, 0004CA, 1, 000800
555, 1508A8, 155588, 00012C, 5, 001000
556, 1509D8, 1556B8, 000100, 0, 000100
557, 150AD8, 1557B8, 00020A, 5, 001000
558, 150CE8, 1559C8, 00033E, 5, 001000
559, 151028, 155D08, 0003BC, 5, 001000
55A, 1513E8, 1560C8, 0003AC, 5, 001000
55B, 151798, 156478, 000286, 5, 001000
55C, 151A20, 156700, 00018A, 5, 001000
55D, 151BB0, 156890, 0006C8, 1, 001000
55E, 152278, 156F58, 000690, 1, 001000
55F, 152908, 1575E8, 0008E6, 1, 000C80
560, 1531F0, 157ED0, 0008F8, 1, 000C80
561, 153AE8, 1587C8, 0008FA, 1, 000C80
562, 1543E8, 1590C8, 0008EC, 1, 000C80
563, 154CD8, 1599B8, 0008E4, 1, 000C80
564, 1555C0, 15A2A0, 000486, 1, 001000
565, 155A48, 15A728, 0004AA, 1, 001000
566, 155EF8, 15ABD8, 0008FA, 1, 000AC0
567, 1567F8, 15B4D8, 0008E8, 1, 000C80
568, 1570E0, 15BDC0, 00084C, 1, 000AC0
569, 157930, 15C610, 000756, 1, 000AC0
56A, 158088, 15CD68, 000944, 1, 000AA0
56B, 1589D0, 15D6B0, 00043A, 1, 000560
56C, 158E10, 15DAF0, 000C1A, 1, 001000
56D, 159A30, 15E710, 000C5A, 1, 001000
56E, 15A690, 15F370, 00014A, 1, 001000
56F, 15A7E0, 15F4C0, 0003FE, 1, 001000
570, 15ABE0, 15F8C0, 0004FA, 1, 001000
571, 15B0E0, 15FDC0, 0006B2, 1, 001000
572, 15B798, 160478, 000328, 1, 000800
573, 15BAC0, 1607A0, 0003AE, 1, 001000
574, 15BE70, 160B50, 000418, 1, 001000
575, 15C288, 160F68, 000936, 1, 001000
576, 15CBC0, 1618A0, 0008D6, 1, 001000
577, 15D498, 162178, 000080, 0, 000080
578, 15D518, 1621F8, 00008C, 4, 001000
579, 15D5A8, 162288, 000114, 4, 001000
57A, 15D6C0, 1623A0, 00009A, 4, 001000
57B, 15D760, 162440, 00009A, 4, 001000
57C, 15D800, 1624E0, 000136, 4, 001000
57D, 15D938, 162618, 00009C, 4, 001000
57E, 15D9D8, 1626B8, 000894, 1, 001000
57F, 15E270, 162F50, 000828, 1, 001000
580, 15EA98, 163778, 00088E, 1, 001000
581, 15F328, 164008, 0009C0, 1, 001000
582, 15FCE8, 1649C8, 000A36, 1, 001000
583, 160720, 165400, 000A36, 1, 001000
584, 161158, 165E38, 000A50, 1, 001000
585, 161BA8, 166888, 000A58, 1, 001000
586, 162600, 1672E0, 000AAA, 1, 001000
587, 1630B0, 167D90, 000B5E, 1, 001000
588, 163C10, 1688F0, 000BEE, 1, 001000
589, 164800, 1694E0, 000B94, 1, 001000
58A, 165398, 16A078, 000AFA, 1, 001000
58B, 165E98, 16AB78, 000AE2, 1, 001000
58C, 166980, 16B660, 000B3A, 1, 001000
58D, 1674C0, 16C1A0, 000B24, 1, 001000
58E, 167FE8, 16CCC8, 000A66, 1, 001000
58F, 168A50, 16D730, 0009BC, 1, 001000
590, 169410, 16E0F0, 0000B0, 4, 001000
591, 1694C0, 16E1A0, 00018A, 4, 001000
592, 169650, 16E330, 0000A4, 4, 001000
593, 1696F8, 16E3D8, 0000C4, 4, 001000
594, 1697C0, 16E4A0, 0001EE, 4, 001000
595, 1699B0, 16E690, 0000B4, 4, 001000
596, 169A68, 16E748, 0000B6, 4, 001000
597, 169B20, 16E800, 000216, 4, 001000
598, 169D38, 16EA18, 0000CE, 4, 001000
599, 169E08, 16EAE8, 0000C4, 4, 001000
59A, 169ED0, 16EBB0, 0007F6, 1, 000AA0
59B, 16A6C8, 16F3A8, 00029E, 4, 001000
59C, 16A968, 16F648, 0000E6, 4, 001000
59D, 16AA50, 16F730, 0000CC, 4, 001000
59E, 16AB20, 16F800, 0002D4, 4, 001000
59F, 16ADF8, 16FAD8, 00012E, 4, 001000
5A0, 16AF28, 16FC08, 000106, 4, 001000
5A1, 16B030, 16FD10, 0002DC, 4, 001000
5A2, 16B310, 16FFF0, 000162, 4, 001000
5A3, 16B478, 170158, 00011C, 4, 001000
5A4, 16B598, 170278, 0002EA, 4, 001000
5A5, 16B888, 170568, 000170, 4, 001000
5A6, 16B9F8, 1706D8, 000132, 4, 001000
5A7, 16BB30, 170810, 00006E, 5, 001000
5A8, 16BBA0, 170880, 000070, 5, 001000
5A9, 16BC10, 1708F0, 000068, 5, 001000
5AA, 16BC78, 170958, 000068, 5, 001000
5AB, 16BCE0, 1709C0, 00005C, 5, 001000
5AC, 16BD40, 170A20, 000050, 5, 001000
5AD, 16BD90, 170A70, 0002DA, 4, 001000
5AE, 16C070, 170D50, 000180, 4, 001000
5AF, 16C1F0, 170ED0, 00012A, 4, 001000
5B0, 16C320, 171000, 000338, 4, 001000
5B1, 16C658, 171338, 00016C, 4, 001000
5B2, 16C7C8, 1714A8, 00013C, 4, 001000
5B3, 16C908, 1715E8, 000352, 4, 001000
5B4, 16CC60, 171940, 000166, 4, 001000
5B5, 16CDC8, 171AA8, 00015A, 4, 001000
5B6, 16CF28, 171C08, 000328, 4, 001000
5B7, 16D250, 171F30, 00015A, 4, 001000
5B8, 16D3B0, 172090, 00015A, 4, 001000
5B9, 16D510, 1721F0, 000308, 4, 001000
5BA, 16D818, 1724F8, 00014C, 4, 001000
5BB, 16D968, 172648, 000142, 4, 001000
5BC, 16DAB0, 172790, 0009DE, 1, 000AA0
5BD, 16E490, 173170, 000318, 4, 001000
5BE, 16E7A8, 173488, 000158, 4, 001000
5BF, 16E900, 1735E0, 000136, 4, 001000
5C0, 16EA38, 173718, 0002F8, 4, 001000
5C1, 16ED30, 173A10, 000194, 4, 001000
5C2, 16EEC8, 173BA8, 000178, 4, 001000
5C3, 16F040, 173D20, 0002C4, 4, 001000
5C4, 16F308, 173FE8, 00019E, 4, 001000
5C5, 16F4A8, 174188, 000172, 4, 001000
5C6, 16F620, 174300, 0002BC, 4, 001000
5C7, 16F8E0, 1745C0, 000192, 4, 001000
5C8, 16FA78, 174758, 000156, 4, 001000
5C9, 16FBD0, 1748B0, 00029A, 4, 001000
5CA, 16FE70, 174B50, 000D24, 1, 001000
5CB, 170B98, 175878, 000D08, 1, 001000
5CC, 1718A0, 176580, 000E3C, 1, 001000
5CD, 1726E0, 1773C0, 0001A2, 4, 001000
5CE, 172888, 177568, 000146, 4, 001000
5CF, 1729D0, 1776B0, 00025C, 4, 001000
5D0, 172C30, 177910, 0002CE, 1, 000400
5D1, 172F00, 177BE0, 0001A2, 1, 000200
5D2, 1730A8, 177D88, 000264, 1, 000400
5D3, 173310, 177FF0, 0003C4, 1, 000400
5D4, 1736D8, 1783B8, 0003A0, 1, 000400
5D5, 173A78, 178758, 0001DA, 1, 000200
5D6, 173C58, 178938, 000294, 1, 000400
5D7, 173EF0, 178BD0, 000180, 1, 000200
5D8, 174070, 178D50, 00028E, 1, 000400
5D9, 174300, 178FE0, 0001DA, 1, 0002B0
5DA, 1744E0, 1791C0, 00023E, 1, 0002B0
5DB, 174720, 179400, 000192, 1, 0002B0
5DC, 1748B8, 179598, 0003D0, 1, 000550
5DD, 174C88, 179968, 000382, 1, 000550
5DE, 175010, 179CF0, 000186, 1, 0002B0
5DF, 175198, 179E78, 00063C, 1, 000AA0
5E0, 1757D8, 17A4B8, 000546, 1, 001000
5E1, 175D20, 17AA00, 000760, 1, 001000
5E2, 176480, 17B160, 000372, 1, 000800
5E3, 1767F8, 17B4D8, 000358, 1, 000400
5E4, 176B50, 17B830, 0002D8, 1, 000400
5E5, 176E28, 17BB08, 0001BE, 1, 000200
5E6, 176FE8, 17BCC8, 000818, 1, 000AA0
5E7, 177800, 17C4E0, 0008B6, 1, 001000
5E8, 1780B8, 17CD98, 000696, 1, 000AA0
5E9, 178750, 17D430, 0007D6, 1, 001000
5EA, 178F28, 17DC08, 00080C, 1, 000AA0
5EB, 179738, 17E418, 000796, 1, 000AA0
5EC, 179ED0, 17EBB0, 0008B4, 1, 001000
5ED, 17A788, 17F468, 000606, 1, 001000
5EE, 17AD90, 17FA70, 000986, 1, 001000
5EF, 17B718, 1803F8, 000498, 1, 001000
5F0, 17BBB0, 180890, 0009AC, 1, 001000
5F1, 17C560, 181240, 000B46, 3, 001000
5F2, 17D0A8, 181D88, 0005A6, 1, 001000
5F3, 17D650, 182330, 000804, 1, 001000
5F4, 17DE58, 182B38, 00061C, 1, 001000
5F5, 17E478, 183158, 00080C, 1, 001000
5F6, 17EC88, 183968, 000616, 1, 001000
5F7, 17F2A0, 183F80, 000262, 1, 001000
5F8, 17F508, 1841E8, 000156, 1, 001000
5F9, 17F660, 184340, 0002AE, 1, 001000
5FA, 17F910, 1845F0, 000374, 1, 000400
5FB, 17FC88, 184968, 000606, 1, 000800
5FC, 180290, 184F70, 000694, 1, 000800
5FD, 180928, 185608, 00086E, 1, 000AA0
5FE, 181198, 185E78, 000896, 1, 000AA0
5FF, 181A30, 186710, 000656, 1, 000AA0
600, 182088, 186D68, 000878, 1, 000AA0
601, 182900, 1875E0, 0005B8, 1, 000AA0
602, 182EB8, 187B98, 00058A, 1, 001000
603, 183448, 188128, 000640, 1, 000800
604, 183A88, 188768, 0009AA, 1, 001000
605, 184438, 189118, 000A5E, 1, 001000
606, 184E98, 189B78, 000190, 1, 000200
607, 185028, 189D08, 000166, 1, 000200
608, 185190, 189E70, 000104, 1, 000200
609, 185298, 189F78, 00055C, 1, 000800
60A, 1857F8, 18A4D8, 0001C8, 1, 000400
60B, 1859C0, 18A6A0, 0001BE, 1, 000400
60C, 185B80, 18A860, 0004CE, 1, 000800
60D, 186050, 18AD30, 00062C, 1, 000AA0
60E, 186680, 18B360, 000C6C, 1, 001000
60F, 1872F0, 18BFD0, 000924, 1, 001000
610, 187C18, 18C8F8, 000B18, 1, 001000
611, 188730, 18D410, 000AE4, 1, 001000
612, 189218, 18DEF8, 000DA0, 1, 001000
613, 189FB8, 18EC98, 000B8A, 3, 001000
614, 18AB48, 18F828, 000330, 2, 001000
615, 18AE78, 18FB58, 0002F8, 2, 001000
616, 18B170, 18FE50, 000384, 2, 001000
617, 18B4F8, 1901D8, 00037E, 2, 001000
618, 18B878, 190558, 000698, 1, 001000
619, 18BF10, 190BF0, 0008DA, 1, 001000
61A, 18C7F0, 1914D0, 0008C2, 1, 001000
61B, 18D0B8, 191D98, 000452, 1, 001000
61C, 18D510, 1921F0, 000306, 1, 000800
61D, 18D818, 1924F8, 00047A, 1, 001000
61E, 18DC98, 192978, 00092E, 1, 001000
61F, 18E5C8, 1932A8, 00073C, 1, 001000
620, 18ED08, 1939E8, 0006E4, 1, 001000
621, 18F3F0, 1940D0, 000A58, 1, 001000
622, 18FE48, 194B28, 0009FA, 1, 000AA0
623, 190848, 195528, 00019C, 1, 000200
624, 1909E8, 1956C8, 0000F8, 1, 000200
625, 190AE0, 1957C0, 001000, 0, 001000
626, 191AE0, 1967C0, 000100, 0, 000100
627, 191BE0, 1968C0, 000190, 5, 001000
628, 191D70, 196A50, 0001FA, 5, 001000
629, 191F70, 196C50, 000284, 5, 001000
62A, 1921F8, 196ED8, 000300, 5, 001000
62B, 1924F8, 1971D8, 0003C4, 5, 001000
62C, 1928C0, 1975A0, 00048C, 5, 001000
62D, 192D50, 197A30, 00051C, 5, 001000
62E, 193270, 197F50, 000186, 4, 001000
62F, 1933F8, 1980D8, 00014A, 4, 001000
630, 193548, 198228, 000222, 4, 001000
631, 193770, 198450, 0001A0, 4, 001000
632, 193910, 1985F0, 00016E, 4, 001000
633, 193A80, 198760, 0005AE, 1, 000800
634, 194030, 198D10, 0005E8, 1, 000800
635, 194618, 1992F8, 000B66, 1, 001000
636, 195180, 199E60, 0009EA, 1, 001000
637, 195B70, 19A850, 000B1C, 1, 001000
638, 196690, 19B370, 0007C8, 1, 000AA0
639, 196E58, 19BB38, 000816, 1, 001000
63A, 197670, 19C350, 0003B4, 1, 000AA0
63B, 197A28, 19C708, 00047C, 1, 000AA0
63C, 197EA8, 19CB88, 00051A, 1, 000560
63D, 1983C8, 19D0A8, 000804, 1, 000AA0
63E, 198BD0, 19D8B0, 000714, 1, 000AA0
63F, 1992E8, 19DFC8, 00055A, 1, 000AA0
640, 199848, 19E528, 0004E0, 1, 000AA0
641, 199D28, 19EA08, 000738, 1, 000AC0
642, 19A460, 19F140, 0003F8, 1, 000AA0
643, 19A858, 19F538, 000B16, 1, 001000
644, 19B370, 1A0050, 000796, 1, 000AA0
645, 19BB08, 1A07E8, 00056A, 1, 000AA0
646, 19C078, 1A0D58, 000604, 1, 000AA0
647, 19C680, 1A1360, 00079A, 1, 000AA0
648, 19CE20, 1A1B00, 0004FC, 1, 001000
649, 19D320, 1A2000, 0007B6, 1, 000AA0
64A, 19DAD8, 1A27B8, 00059E, 1, 000800
64B, 19E078, 1A2D58, 000212, 4, 001000
64C, 19E290, 1A2F70, 000296, 1, 000800
64D, 19E528, 1A3208, 000460, 1, 000800
64E, 19E988, 1A3668, 00041A, 1, 000800
64F, 19EDA8, 1A3A88, 00013A, 1, 000200
650, 19EEE8, 1A3BC8, 00015A, 1, 000200
651, 19F048, 1A3D28, 000130, 1, 000200
652, 19F178, 1A3E58, 000400, 0, 000400
653, 19F578, 1A4258, 0005A8, 1, 000AA0
654, 19FB20, 1A4800, 0005EA, 1, 001000
655, 1A0110, 1A4DF0, 0008CC, 1, 000AA0
656, 1A09E0, 1A56C0, 0004FA, 1, 001000
657, 1A0EE0, 1A5BC0, 0006F0, 1, 000AA0
658, 1A15D0, 1A62B0, 0007D2, 1, 000AA0
659, 1A1DA8, 1A6A88, 0004A8, 1, 000AA0
65A, 1A2250, 1A6F30, 000304, 1, 000550
65B, 1A2558, 1A7238, 0008E8, 1, 000C80
65C, 1A2E40, 1A7B20, 0008D8, 1, 000C80
65D, 1A3718, 1A83F8, 0008D8, 1, 000C80
65E, 1A3FF0, 1A8CD0, 0008DC, 1, 000C80
65F, 1A48D0, 1A95B0, 0008F0, 1, 000C80
660, 1A51C0, 1A9EA0, 0008DA, 1, 000C80
661, 1A5AA0, 1AA780, 0008E6, 1, 000C80
662, 1A6388, 1AB068, 0008E0, 1, 000C80
663, 1A6C68, 1AB948, 0004C4, 1, 000800
664, 1A7130, 1ABE10, 000470, 1, 000800
665, 1A75A0, 1AC280, 000390, 1, 000800
666, 1A7930, 1AC610, 00030E, 1, 000800
667, 1A7C40, 1AC920, 000328, 1, 000800
668, 1A7F68, 1ACC48, 00035A, 1, 000800
669, 1A82C8, 1ACFA8, 000378, 1, 000800
66A, 1A8640, 1AD320, 0003AC, 1, 000800
66B, 1A89F0, 1AD6D0, 000100, 0, 000100
66C, 1A8AF0, 1AD7D0, 000100, 0, 000100
66D, 1A8BF0, 1AD8D0, 000100, 0, 000100
66E, 1A8CF0, 1AD9D0, 000160, 4, 001000
66F, 1A8E50, 1ADB30, 000154, 4, 001000
670, 1A8FA8, 1ADC88, 000800, 0, 000800
671, 1A97A8, 1AE488, 000800, 0, 000800
672, 1A9FA8, 1AEC88, 000D60, 1, 001000
673, 1AAD08, 1AF9E8, 000BA4, 1, 001000
674, 1AB8B0, 1B0590, 000704, 1, 001000
675, 1ABFB8, 1B0C98, 000978, 1, 000AA0
676, 1AC930, 1B1610, 0006E6, 1, 000800
677, 1AD018, 1B1CF8, 000220, 4, 001000
678, 1AD238, 1B1F18, 000A02, 1, 000AA0
679, 1ADC40, 1B2920, 0001AA, 1, 000200
67A, 1ADDF0, 1B2AD0, 0001A6, 1, 000200
67B, 1ADF98, 1B2C78, 0001B0, 1, 000200
67C, 1AE148, 1B2E28, 0001B8, 1, 000200
67D, 1AE300, 1B2FE0, 0001CC, 1, 000200
67E, 1AE4D0, 1B31B0, 0001D8, 1, 000200
67F, 1AE6A8, 1B3388, 0001CE, 1, 000200
680, 1AE878, 1B3558, 0001EA, 1, 000200
681, 1AEA68, 1B3748, 0001B8, 1, 000200
682, 1AEC20, 1B3900, 0001AE, 1, 000200
683, 1AEDD0, 1B3AB0, 0001DC, 1, 000200
684, 1AEFB0, 1B3C90, 0001BC, 1, 000200
685, 1AF170, 1B3E50, 000186, 1, 000200
686, 1AF2F8, 1B3FD8, 000152, 4, 001000
687, 1AF450, 1B4130, 000106, 4, 001000
688, 1AF558, 1B4238, 0001DA, 4, 001000
689, 1AF738, 1B4418, 000154, 4, 001000
68A, 1AF890, 1B4570, 000114, 4, 001000
68B, 1AF9A8, 1B4688, 0001D2, 4, 001000
68C, 1AFB80, 1B4860, 000132, 4, 001000
68D, 1AFCB8, 1B4998, 00014A, 4, 001000
68E, 1AFE08, 1B4AE8, 0001CE, 4, 001000
68F, 1AFFD8, 1B4CB8, 000110, 4, 001000
690, 1B00E8, 1B4DC8, 00014C, 4, 001000
691, 1B0238, 1B4F18, 000750, 1, 001000
692, 1B0988, 1B5668, 000740, 1, 001000
693, 1B10C8, 1B5DA8, 000830, 1, 001000
694, 1B18F8, 1B65D8, 0008C0, 1, 001000
695, 1B21B8, 1B6E98, 000888, 1, 001000
696, 1B2A40, 1B7720, 000856, 1, 001000
697, 1B3298, 1B7F78, 000810, 1, 001000
698, 1B3AA8, 1B8788, 000882, 1, 001000
699, 1B4330, 1B9010, 000914, 1, 001000
69A, 1B4C48, 1B9928, 0008D2, 1, 001000
69B, 1B5520, 1BA200, 000818, 1, 001000
69C, 1B5D38, 1BAA18, 00079C, 1, 001000
69D, 1B64D8, 1BB1B8, 0007F4, 1, 001000
69E, 1B6CD0, 1BB9B0, 000870, 1, 001000
69F, 1B7540, 1BC220, 0008C0, 1, 001000
6A0, 1B7E00, 1BCAE0, 00092A, 1, 001000
6A1, 1B8730, 1BD410, 0008AE, 1, 001000
6A2, 1B8FE0, 1BDCC0, 0007E6, 1, 001000
6A3, 1B97C8, 1BE4A8, 0007D2, 1, 001000
6A4, 1B9FA0, 1BEC80, 0007F6, 1, 001000
6A5, 1BA798, 1BF478, 000884, 1, 001000
6A6, 1BB020, 1BFD00, 00085C, 1, 001000
6A7, 1BB880, 1C0560, 000806, 1, 001000
6A8, 1BC088, 1C0D68, 000732, 1, 001000
6A9, 1BC7C0, 1C14A0, 0001BE, 4, 001000
6AA, 1BC980, 1C1660, 000108, 4, 001000
